CONTAINER_ID,ALERT_TRIGGERED_TIME,SERVICED_TIME,PICK_UP_TIME_HRS,OVERFLOW
"""cc494a70-80d7-11e9-be3b-cd95ceed5709""",2019-06-18T00:05:41Z,2019-06-18T01:06:38Z,1.02,0
"""da402e80-8002-11e9-ab9f-299e791305f4""",2019-06-25T14:14:26Z,2019-06-25T16:34:08Z,2.33,0
"""4e4b16d0-8000-11e9-a122-ff3876c261d8""",2019-06-22T15:37:46Z,2019-06-23T00:06:49Z,8.48,0
"""dcf7f530-2e4c-11e8-a96a-45a6b3513213""",2019-06-21T18:15:47Z,2019-06-21T21:49:54Z,3.57,0
"""294dc290-8584-11e9-926c-8b3b52c2d82f""",2019-06-18T01:21:39Z,2019-06-19T00:20:24Z,22.98,1
"""294dc290-8584-11e9-926c-8b3b52c2d82f""",2019-06-23T02:03:58Z,2019-06-23T16:37:53Z,14.57,1
"""f8118400-7a84-11e9-ae83-8428d6ffb574""",2019-06-24T23:51:20Z,2019-06-25T11:32:03Z,11.68,1
"""6e7be7a0-8c7f-11e9-8870-25c099038bcd""",2019-06-22T23:42:45Z,2019-06-23T01:47:26Z,2.08,1
"""aafa40f0-8586-11e9-9bd9-d76323b01f79""",2019-06-26T01:55:29Z,2019-06-26T12:50:34Z,10.92,1
"""622eee70-9143-11e9-8eda-6871ff60ccf6""",2019-06-26T06:50:33Z,2019-06-26T12:25:36Z,5.58,1
"""215ad520-9392-11e9-a573-c77c72535d87""",2019-06-22T03:05:39Z,2019-06-22T12:58:11Z,9.88,1
"""4da71bf0-8561-11e9-975a-7a6942de67f2""",2019-06-24T03:00:43Z,2019-06-24T17:00:29Z,14.00,1
"""7efe3e10-9077-11e9-8b9e-4f2f9b9e68ee""",2019-06-18T07:50:49Z,2019-06-20T00:25:33Z,40.58,1
"""a760b6c0-80b5-11e9-b64d-c2e4c899f450""",2019-06-22T04:08:14Z,2019-06-24T00:19:52Z,44.19,1
"""b3082af0-8c75-11e9-9c01-3e175146b0de""",2019-06-19T00:27:27Z,2019-06-19T09:46:50Z,9.32,1
"""bf3b31f0-7ffa-11e9-ac52-520ca9a8afbc""",2019-06-18T21:28:49Z,2019-06-19T09:42:24Z,12.23,1
"""9b04c8f0-7a82-11e9-b86b-83e82a0f8b1c""",2019-06-19T01:20:23Z,2019-06-21T22:35:14Z,69.25,1
"""723b32c0-80bc-11e9-973d-cb25e4211a0e""",2019-06-23T05:22:08Z,2019-06-24T00:44:07Z,19.37,1
"""88c9f330-7c13-11e9-bb31-beb3d6b96d61""",2019-06-18T00:00:59Z,2019-06-20T00:48:21Z,48.79,1
"""9d570f80-91fe-11e9-9f32-ee19efc6212c""",2019-06-22T06:54:44Z,2019-06-22T11:59:28Z,5.08,0
"""603877d0-9152-11e9-9557-d1a5b4dff763""",2019-06-21T15:02:21Z,2019-06-21T22:03:20Z,7.02,0
"""111f3e00-9142-11e9-ae23-7f169ead60c5""",2019-06-18T12:37:02Z,2019-06-18T14:44:39Z,2.13,0
"""a5eec960-84a9-11e9-aa29-11f020e7a518""",2019-06-24T03:05:43Z,2019-06-24T09:50:37Z,6.75,0
"""85b26a10-7bff-11e9-abf1-c99889a21551""",2019-06-24T21:20:53Z,2019-06-25T14:00:41Z,16.66,0
"""76f7f8c0-8012-11e9-90e2-3afe42d01947""",2019-06-26T02:13:54Z,2019-06-26T18:05:03Z,15.85,0
"""e2a9e950-9153-11e9-b83e-d30f60a1e30a""",2019-06-26T08:59:08Z,2019-06-26T11:23:03Z,2.40,0
"""b0601eb0-9202-11e9-b61b-c1f3cfe34321""",2019-06-18T09:18:16Z,2019-06-19T11:07:03Z,25.81,1
"""b3082af0-8c75-11e9-9c01-3e175146b0de""",2019-06-22T00:51:32Z,2019-06-22T09:42:41Z,8.85,1
"""ea8da7e0-8c82-11e9-aebf-eade6aa8329f""",2019-06-21T19:58:27Z,2019-06-21T21:46:35Z,1.80,0
"""c0d44780-8005-11e9-9fdc-10609f924832""",2019-06-18T05:31:47Z,2019-06-21T17:01:15Z,83.49,1
"""691e3670-7c01-11e9-99f1-9e2875969f61""",2019-06-23T22:33:21Z,2019-06-24T14:46:24Z,16.22,1
"""127acca0-7ffa-11e9-badc-362e911a0a66""",2019-06-18T00:01:24Z,2019-06-18T16:34:47Z,16.56,1
"""127acca0-7ffa-11e9-badc-362e911a0a66""",2019-06-25T14:38:59Z,2019-06-25T18:09:20Z,3.51,1
"""98ddafd0-9213-11e9-9ade-05df7c910743""",2019-06-23T16:00:05Z,2019-06-24T13:50:31Z,21.84,1
"""3f698c00-80d2-11e9-b4f2-9121c84f6aa4""",2019-06-19T23:14:02Z,2019-06-20T11:59:06Z,12.75,1
"""014aa910-93b3-11e9-9146-2e8fa4cc3caf""",2019-06-26T22:41:13Z,2019-06-27T11:56:16Z,13.25,1
"""45812c00-80b5-11e9-a4d2-8ac8ac826371""",2019-06-25T20:38:39Z,2019-06-26T14:43:45Z,18.09,1
"""c70ed500-9150-11e9-9562-85b741c4ae77""",2019-06-26T07:37:51Z,2019-06-26T10:52:58Z,3.25,1
"""4df01660-8562-11e9-bf33-84e087f54ed4""",2019-06-25T01:18:43Z,2019-06-25T12:54:06Z,11.59,1
"""ad028630-8709-11e9-80fa-d98b68f785ae""",2019-06-22T00:02:21Z,2019-06-23T00:17:38Z,24.25,1
"""d449ab00-91fa-11e9-94f5-1284171d2aad""",2019-06-24T17:40:35Z,2019-06-25T12:16:41Z,18.60,1
"""e37a97e0-93a5-11e9-ab3f-6dcc9a8f7e27""",2019-06-25T02:46:24Z,2019-06-25T15:10:21Z,12.40,1
"""43c4f350-8566-11e9-bb85-ab027ec54695""",2019-06-20T18:09:25Z,2019-06-21T13:44:30Z,19.58,1
"""921dea40-86fe-11e9-986d-13227390a626""",2019-06-25T22:03:39Z,2019-06-26T15:32:52Z,17.49,1
"""316499f0-8001-11e9-a75d-4adbcdfbc47f""",2019-06-23T06:10:59Z,2019-06-24T16:14:53Z,34.07,1
"""2c159ce0-9200-11e9-831e-aaf2564bb575""",2019-06-21T16:56:17Z,2019-06-22T11:55:40Z,18.99,1
"""ad304fa0-920f-11e9-809c-a58936651480""",2019-06-19T00:23:17Z,2019-06-19T19:15:29Z,18.87,1
"""ad304fa0-920f-11e9-809c-a58936651480""",2019-06-20T08:19:13Z,2019-06-20T15:04:03Z,6.75,1
"""32c8d900-6de6-11e9-bbaa-a7f421327391""",2019-06-21T20:42:20Z,2019-06-23T00:53:46Z,28.19,1
"""5f300280-855f-11e9-b031-e23a89dca2d3""",2019-06-24T00:36:38Z,2019-06-24T11:51:32Z,11.25,1
"""c7fc34b0-8c8e-11e9-8475-3c6d6efaae05""",2019-06-25T17:19:26Z,2019-06-25T22:17:54Z,4.97,0
"""6e33b130-2e46-11e8-9a77-46fd69472cec""",2019-06-22T07:50:17Z,2019-06-22T11:31:58Z,3.69,0
"""b3becb20-80cc-11e9-96bb-2213f2713729""",2019-06-20T15:02:29Z,2019-06-20T18:21:59Z,3.33,0
"""4e2d8ee0-9076-11e9-a3bc-1ab84c271c6f""",2019-06-25T06:11:14Z,2019-06-25T12:55:52Z,6.74,0
"""4def48b0-8586-11e9-8a8f-0ca41542484d""",2019-06-26T02:18:55Z,2019-06-26T12:20:37Z,10.03,0
"""67297080-80d1-11e9-97d5-068f7a33d386""",2019-06-21T07:21:36Z,2019-06-21T11:29:06Z,4.13,0
"""9cefdfe0-9217-11e9-9180-fdab65c6b852""",2019-06-25T15:30:34Z,2019-06-26T16:45:11Z,25.24,0
"""5e36d2d0-91ff-11e9-a792-e6ebdfd8b62c""",2019-06-19T00:02:27Z,2019-06-20T02:47:40Z,26.75,1
"""b5bff270-7a62-11e9-b884-2df6cb248459""",2019-06-20T18:24:56Z,2019-06-21T00:22:27Z,5.96,0
"""111f3e00-9142-11e9-ae23-7f169ead60c5""",2019-06-19T17:46:48Z,2019-06-23T00:29:39Z,78.71,0
"""72abc260-800d-11e9-81fe-5b0f2af119b7""",2019-06-23T07:15:02Z,2019-06-23T16:57:11Z,9.70,0
"""54c083e0-8007-11e9-a984-3b3196d7d247""",2019-06-18T06:12:13Z,2019-06-18T16:35:24Z,10.39,0
"""02f77f10-8718-11e9-9ec7-50c0ec6423b5""",2019-06-26T09:20:03Z,2019-06-26T13:37:42Z,4.29,0
"""54c083e0-8007-11e9-a984-3b3196d7d247""",2019-06-20T22:56:10Z,2019-06-21T16:47:56Z,17.86,1
"""a1601950-86f5-11e9-92a8-3327477d46d6""",2019-06-18T03:17:03Z,2019-06-18T14:48:31Z,11.52,1
"""a1601950-86f5-11e9-92a8-3327477d46d6""",2019-06-20T03:39:09Z,2019-06-20T13:59:09Z,10.33,1
"""080271c0-7fef-11e9-8c9a-720893960be7""",2019-06-22T15:03:06Z,2019-06-23T19:03:05Z,28.00,1
"""421f39c0-d576-11e8-af0a-2fec286ff8f1""",2019-06-21T19:08:04Z,2019-06-21T20:00:34Z,0.88,1
"""412c8ac0-6de4-11e9-a030-b1bc03838832""",2019-06-22T03:14:11Z,2019-06-23T22:05:52Z,42.86,1
"""974fd530-8c73-11e9-b341-ee94fde63239""",2019-06-19T03:03:43Z,2019-06-19T11:32:36Z,8.48,1
"""7f3e17e0-7ffd-11e9-836d-33b65a56f827""",2019-06-18T22:56:43Z,2019-06-19T06:11:11Z,7.24,1
"""65f4ef80-80ce-11e9-9d6e-3fcf591a0551""",2019-06-18T01:29:37Z,2019-06-18T14:12:31Z,12.72,1
"""5bd8c630-8c7b-11e9-a337-7153a7a6f3b9""",2019-06-18T00:07:23Z,2019-06-18T09:56:42Z,9.82,1
"""67297080-80d1-11e9-97d5-068f7a33d386""",2019-06-21T15:32:20Z,2019-06-22T13:17:01Z,21.74,1
"""e5d7a250-9092-11e9-be1c-d7a01c7a21ab""",2019-06-24T20:40:06Z,2019-06-26T12:40:53Z,40.01,1
"""e6a55410-6d1b-11e9-b130-507bb15a9518""",2019-06-22T02:54:49Z,2019-06-22T15:07:35Z,12.21,1
"""ae69b3b0-7668-11e9-8e1d-697535c88e6b""",2019-06-21T12:31:44Z,2019-06-21T16:44:45Z,4.22,0
"""421f39c0-d576-11e8-af0a-2fec286ff8f1""",2019-06-25T09:31:20Z,2019-06-25T13:53:50Z,4.38,0
"""641d0b20-91f9-11e9-a305-302bd641332d""",2019-06-24T23:19:31Z,2019-06-25T00:54:21Z,1.58,0
"""29aa3520-871e-11e9-89ed-76c647f38324""",2019-06-21T11:29:41Z,2019-06-21T13:29:41Z,2.00,0
"""5ffc8d00-8c80-11e9-9d47-d915bcbc4f44""",2019-06-19T08:41:48Z,2019-06-20T01:55:04Z,17.22,0
"""f2473de0-871c-11e9-a608-781d2e1b26ea""",2019-06-18T21:29:12Z,2019-06-19T00:19:46Z,2.84,0
"""b60e1650-8582-11e9-80cc-154398df6eed""",2019-06-23T06:35:50Z,2019-06-23T15:36:36Z,9.01,0
"""d12b8d50-7a9c-11e9-9758-f821c33aa8e0""",2019-06-22T21:47:02Z,2019-06-23T00:27:35Z,2.68,0
"""6530eac0-8585-11e9-a535-6496f592b7f9""",2019-06-24T03:58:22Z,2019-06-24T14:36:34Z,10.64,0
"""9edff360-7a9a-11e9-9a62-23d59b087472""",2019-06-25T20:27:49Z,2019-06-25T22:05:48Z,1.63,0
"""630aa070-8566-11e9-9f7a-6c04f0664b11""",2019-06-24T05:56:56Z,2019-06-24T11:36:11Z,5.65,0
"""6e75e4d0-8587-11e9-88df-44b5129a797b""",2019-06-23T05:14:08Z,2019-06-23T15:45:20Z,10.52,0
"""b69337f0-80b8-11e9-b0c9-e7f3500d375c""",2019-06-24T04:20:04Z,2019-06-24T15:31:21Z,11.19,0
"""e9bf58a0-84b1-11e9-866b-c6c946e409ff""",2019-06-25T17:00:31Z,2019-06-25T19:04:47Z,2.07,0
"""082887e0-9078-11e9-bb4b-957301faa7a3""",2019-06-24T05:45:55Z,2019-06-24T15:45:31Z,9.99,0
"""12744540-2d55-11e8-bcc1-309ced4e45f3""",2019-06-26T02:32:37Z,2019-06-26T12:46:41Z,10.23,0
"""049ab7f0-7a58-11e9-a7d5-79d7eb57b39a""",2019-06-18T02:37:41Z,2019-06-19T06:53:29Z,28.26,1
"""aa660d20-93b1-11e9-b394-106b2931fc4c""",2019-06-25T01:16:56Z,2019-06-25T11:22:55Z,10.10,1
"""15b68390-7fe2-11e9-b308-c4f3ca48b278""",2019-06-21T00:52:02Z,2019-06-25T13:02:23Z,108.17,1
"""c3828770-80dd-11e9-a51b-2b21dfdc6d21""",2019-06-19T00:11:04Z,2019-06-19T05:21:17Z,5.17,1
"""656d54b0-7c07-11e9-9036-1861f001244d""",2019-06-24T00:35:58Z,2019-06-24T13:18:47Z,12.71,1
"""b471c120-8000-11e9-b9f5-52374a73fe7d""",2019-06-18T22:36:40Z,2019-06-20T00:27:14Z,25.84,1
"""069bf090-8558-11e9-b4ed-3ed6868acd76""",2019-06-21T22:34:32Z,2019-06-23T02:43:30Z,28.15,1
"""2e87cce0-800e-11e9-b349-698892991939""",2019-06-20T23:20:36Z,2019-06-22T08:05:20Z,32.75,1
"""84614e70-80e0-11e9-ae13-a934aa954079""",2019-06-21T03:03:53Z,2019-06-21T08:21:02Z,5.29,1
"""a7552800-8c7c-11e9-8a6f-e64a29523235""",2019-06-20T22:20:00Z,2019-06-21T00:59:53Z,2.66,1
"""488717b0-8705-11e9-87a1-2cc1b6aafa39""",2019-06-22T04:14:58Z,2019-06-22T14:07:28Z,9.88,1
"""82886240-9153-11e9-80a8-2b815ee17430""",2019-06-20T11:34:06Z,2019-06-20T14:43:25Z,3.16,1
"""05fa8910-871c-11e9-b1e6-1d501c34e94a""",2019-06-18T05:30:40Z,2019-06-21T14:40:23Z,81.16,1
"""e339dbd0-8011-11e9-8c31-f5ad1860c4ef""",2019-06-21T03:39:08Z,2019-06-21T18:03:51Z,14.41,1
"""138e2370-80e1-11e9-b07f-e83e113c3590""",2019-06-18T14:36:09Z,2019-06-19T00:18:09Z,9.70,1
"""bebdfdd0-9070-11e9-b5d3-746d46b7a9b4""",2019-06-24T00:31:27Z,2019-06-24T14:20:26Z,13.82,1
"""63209c00-80dd-11e9-a19d-41ac2cef3477""",2019-06-22T03:10:41Z,2019-06-22T05:13:08Z,2.04,1
"""ef0ab6b0-848e-11e9-8c96-46e2d7750234""",2019-06-18T15:02:45Z,2019-06-20T04:02:14Z,36.99,1
"""9c670ea0-8c76-11e9-94a4-7682b8a009b9""",2019-06-19T00:27:00Z,2019-06-19T11:08:29Z,10.69,1
"""0581b640-80df-11e9-94cf-992c2615833b""",2019-06-22T22:25:12Z,2019-06-23T00:48:34Z,2.39,0
"""c0398110-2dfd-11e8-ab11-e721a0d5182a""",2019-06-22T10:36:41Z,2019-06-22T11:44:26Z,1.13,0
"""cd2faca0-920b-11e9-ba7e-fc244c99c744""",2019-06-19T16:34:41Z,2019-06-21T00:28:08Z,31.89,0
"""29aa3520-871e-11e9-89ed-76c647f38324""",2019-06-25T05:56:41Z,2019-06-25T13:01:53Z,7.09,0
"""aa07ead0-9080-11e9-b63d-b2613dfecacf""",2019-06-24T23:03:07Z,2019-06-26T12:04:31Z,37.02,0
"""2162e420-7a67-11e9-acff-3624a463c216""",2019-06-21T02:11:40Z,2019-06-21T15:33:16Z,13.36,0
"""069bf090-8558-11e9-b4ed-3ed6868acd76""",2019-06-25T04:10:38Z,2019-06-25T12:10:04Z,7.99,0
"""ba854d90-8c88-11e9-b67c-27a6519831ae""",2019-06-23T04:18:28Z,2019-06-23T13:23:40Z,9.09,0
"""434dafa0-938c-11e9-87e4-10be4198a6b6""",2019-06-21T22:03:10Z,2019-06-22T12:10:40Z,14.13,0
"""33828ec0-8c74-11e9-bb28-5dfdf6065b8a""",2019-06-24T17:33:19Z,2019-06-24T22:04:46Z,4.52,0
"""63209c00-80dd-11e9-a19d-41ac2cef3477""",2019-06-23T21:24:55Z,2019-06-24T13:59:33Z,16.58,1
"""1142d300-7a82-11e9-b67b-7cd457bd1e7b""",2019-06-19T00:00:16Z,2019-06-19T11:17:22Z,11.29,0
"""91832c40-93b4-11e9-90b1-d9b669d266d0""",2019-06-24T05:14:58Z,2019-06-24T12:12:47Z,6.96,0
"""1d105e60-938b-11e9-85eb-deafacefc6c0""",2019-06-26T00:08:28Z,2019-06-26T12:32:25Z,12.40,1
"""c2528500-80b3-11e9-8e3e-460c7b3829fd""",2019-06-20T02:51:22Z,2019-06-20T19:16:47Z,16.42,1
"""c3fb9d30-9132-11e9-b97e-a83504eefda6""",2019-06-20T18:23:31Z,2019-06-23T15:25:52Z,69.04,1
"""72abc260-800d-11e9-81fe-5b0f2af119b7""",2019-06-18T16:07:55Z,2019-06-19T02:48:06Z,10.67,1
"""72abc260-800d-11e9-81fe-5b0f2af119b7""",2019-06-20T06:21:53Z,2019-06-20T17:07:43Z,10.76,1
"""48c89d90-80af-11e9-9622-bb9de056251c""",2019-06-20T17:13:49Z,2019-06-21T11:00:50Z,17.78,1
"""5d994220-9071-11e9-9942-5dc3a19cc420""",2019-06-23T02:07:10Z,2019-06-24T13:55:49Z,35.81,1
"""9f103660-80d5-11e9-bbed-ef5e34225108""",2019-06-24T18:22:51Z,2019-06-25T01:22:08Z,6.99,1
"""ab18a3e0-2e45-11e8-bd03-cc1863513d24""",2019-06-23T17:41:47Z,2019-06-23T22:14:06Z,4.54,1
"""0ac45e40-86fd-11e9-aa68-74f906d41860""",2019-06-23T22:26:08Z,2019-06-24T13:52:00Z,15.43,1
"""72abc260-800d-11e9-81fe-5b0f2af119b7""",2019-06-24T23:59:08Z,2019-06-25T17:57:22Z,17.97,1
"""fff68490-8c7c-11e9-928b-c43754ad187f""",2019-06-19T17:08:45Z,2019-06-19T23:00:27Z,5.86,1
"""60971e00-7a66-11e9-ac05-16f648cf0d27""",2019-06-20T22:40:18Z,2019-06-21T02:15:54Z,3.59,1
"""8435b790-8c86-11e9-9496-8749adcff8b5""",2019-06-20T15:32:59Z,2019-06-20T22:37:22Z,7.07,1
"""cd1fecb0-93a1-11e9-ad30-3c1ed2d8fffe""",2019-06-26T18:52:15Z,2019-06-26T21:47:52Z,2.93,0
"""9b04c8f0-7a82-11e9-b86b-83e82a0f8b1c""",2019-06-23T15:29:27Z,2019-06-24T11:50:04Z,20.34,0
"""c20da790-907c-11e9-9b9f-1f4e48eabfba""",2019-06-24T05:01:58Z,2019-06-24T23:20:12Z,18.30,0
"""5ffc8d00-8c80-11e9-9d47-d915bcbc4f44""",2019-06-18T23:26:45Z,2019-06-19T01:09:05Z,1.71,0
"""691e3670-7c01-11e9-99f1-9e2875969f61""",2019-06-24T23:31:24Z,2019-06-25T01:16:51Z,1.76,0
"""502e8c00-7a9e-11e9-bb08-9ee77994778a""",2019-06-18T05:13:32Z,2019-06-18T06:06:02Z,0.88,0
"""6f341b80-909a-11e9-b468-5e77bc729bf1""",2019-06-24T06:24:21Z,2019-06-24T11:13:03Z,4.81,0
"""bf0f3f10-7c0c-11e9-ad59-e3f978fb9e6f""",2019-06-19T20:59:09Z,2019-06-20T00:26:02Z,3.45,0
"""72abc260-800d-11e9-81fe-5b0f2af119b7""",2019-06-19T12:40:36Z,2019-06-19T19:04:32Z,6.40,0
"""32158f40-8c8a-11e9-b028-9aaae1c14af7""",2019-06-18T23:35:39Z,2019-06-19T01:39:43Z,2.07,0
"""127acca0-7ffa-11e9-badc-362e911a0a66""",2019-06-21T04:06:27Z,2019-06-21T05:25:15Z,1.31,0
"""6fc2e760-93a2-11e9-b335-7336088f67ef""",2019-06-25T01:03:31Z,2019-06-25T12:35:30Z,11.53,0
"""9ac7a620-8589-11e9-b401-dd858c2ec23e""",2019-06-23T03:25:04Z,2019-06-23T15:46:14Z,12.35,1
"""521970b0-6de8-11e9-8a05-f0a3dd5b349c""",2019-06-23T00:09:58Z,2019-06-23T01:22:47Z,1.21,0
"""434dafa0-938c-11e9-87e4-10be4198a6b6""",2019-06-20T00:41:08Z,2019-06-20T21:56:08Z,21.25,1
"""62ca4c40-7ff9-11e9-9c09-efdeabe3c25e""",2019-06-22T02:21:35Z,2019-06-23T00:16:11Z,21.91,1
"""aff43d90-93af-11e9-bd35-fa1141dee8a6""",2019-06-21T02:23:04Z,2019-06-23T00:25:44Z,46.04,1
"""087c58c0-7a75-11e9-b5c2-f5836e79b9a7""",2019-06-27T06:12:20Z,2019-06-27T12:32:53Z,6.34,1
"""27051380-84b2-11e9-bda1-a65307d8c24b""",2019-06-25T15:30:13Z,2019-06-25T19:00:26Z,3.50,1
"""7d956ab0-80de-11e9-a82b-7544bd45dd88""",2019-06-24T19:58:55Z,2019-06-24T21:26:14Z,1.46,1
"""7d956ab0-80de-11e9-a82b-7544bd45dd88""",2019-06-25T00:48:44Z,2019-06-25T05:22:20Z,4.56,1
"""7d956ab0-80de-11e9-a82b-7544bd45dd88""",2019-06-26T02:21:50Z,2019-06-26T05:22:11Z,3.01,1
"""0ecfef80-7a88-11e9-a713-12b5177916cc""",2019-06-24T02:29:25Z,2019-06-24T11:55:29Z,9.43,1
"""56dbc350-8558-11e9-a15a-c12e6044a244""",2019-06-21T13:22:37Z,2019-06-24T16:24:51Z,75.04,1
"""b92ab6b0-8c74-11e9-a670-d9f29fd7b836""",2019-06-24T00:07:31Z,2019-06-24T09:26:20Z,9.31,1
"""ff6741e0-8010-11e9-8b96-381e9345b8bb""",2019-06-25T19:21:25Z,2019-06-26T18:16:43Z,22.92,1
"""14f63590-9211-11e9-8afd-4adbe234a465""",2019-06-21T19:55:28Z,2019-06-23T22:43:53Z,50.81,1
"""994ba970-7a91-11e9-b145-6c001906c940""",2019-06-22T05:41:16Z,2019-06-22T15:01:18Z,9.33,1
"""c57e26f0-7a67-11e9-8d65-90203d65de1d""",2019-06-18T17:14:24Z,2019-06-19T02:05:12Z,8.85,1
"""c57e26f0-7a67-11e9-8d65-90203d65de1d""",2019-06-20T19:24:30Z,2019-06-22T13:26:26Z,42.03,1
"""c57e26f0-7a67-11e9-8d65-90203d65de1d""",2019-06-24T04:25:24Z,2019-06-25T02:30:26Z,22.08,1
"""c57e26f0-7a67-11e9-8d65-90203d65de1d""",2019-06-25T16:17:48Z,2019-06-26T02:06:12Z,9.81,1
"""b92ab6b0-8c74-11e9-a670-d9f29fd7b836""",2019-06-24T21:47:32Z,2019-06-25T09:40:15Z,11.88,1
"""6530eac0-8585-11e9-a535-6496f592b7f9""",2019-06-26T01:56:59Z,2019-06-26T14:07:36Z,12.18,1
"""6c6f9990-7a7b-11e9-bded-181120c09db1""",2019-06-18T15:47:44Z,2019-06-19T11:22:56Z,19.59,1
"""6c6f9990-7a7b-11e9-bded-181120c09db1""",2019-06-20T02:45:26Z,2019-06-21T12:27:04Z,33.69,1
"""d64f5a70-7a5e-11e9-b13a-2f0046425c45""",2019-06-21T03:30:09Z,2019-06-21T06:42:37Z,3.21,1
"""b5cacaa0-8715-11e9-835d-bc2616efdd53""",2019-06-26T06:00:50Z,2019-06-26T23:35:30Z,17.58,1
"""6483a080-80b3-11e9-b321-8d233a88bf08""",2019-06-20T21:28:01Z,2019-06-22T19:33:54Z,46.10,1
"""6483a080-80b3-11e9-b321-8d233a88bf08""",2019-06-25T16:16:16Z,2019-06-26T04:37:04Z,12.35,1
"""a23c09a0-80cf-11e9-8e85-4a42c5b44b4e""",2019-06-18T04:12:21Z,2019-06-18T14:08:09Z,9.93,1
"""2a03d4b0-80b9-11e9-a6dd-f08236c7ff9c""",2019-06-26T18:26:33Z,2019-06-26T23:00:24Z,4.56,1
"""1d92aaf0-8c7e-11e9-b8f5-0392534019ea""",2019-06-21T09:03:01Z,2019-06-21T20:31:38Z,11.48,0
"""7a3a1a20-84a1-11e9-9171-80516612ab9c""",2019-06-19T21:45:37Z,2019-06-20T07:34:02Z,9.81,0
"""1712a6b0-9081-11e9-a9fe-766ad1d92d42""",2019-06-26T16:56:07Z,2019-06-26T22:18:34Z,5.37,0
"""e6deeb10-9090-11e9-9d2b-5072dd6bcf69""",2019-06-24T00:49:16Z,2019-06-24T12:02:02Z,11.21,0
"""9edff360-7a9a-11e9-9a62-23d59b087472""",2019-06-26T19:06:28Z,2019-06-26T23:38:43Z,4.54,0
"""0aeedbe0-80b6-11e9-8024-b1a347456020""",2019-06-25T12:30:21Z,2019-06-25T23:25:51Z,10.93,0
"""9d3ee3d0-7a69-11e9-9e20-42649f888bc7""",2019-06-25T02:43:12Z,2019-06-26T06:22:53Z,27.66,0
"""8435b790-8c86-11e9-9496-8749adcff8b5""",2019-06-19T13:41:06Z,2019-06-20T01:53:40Z,12.21,0
"""23609ec0-d017-11e8-a78a-e1265592fd0d""",2019-06-19T04:48:57Z,2019-06-19T13:40:14Z,8.85,0
"""abe31590-8c71-11e9-99a5-ebd87be7ac5d""",2019-06-20T01:56:20Z,2019-06-20T10:44:35Z,8.80,0
"""fbb6baf0-7c08-11e9-87a5-7498ca5b04ce""",2019-06-24T21:46:02Z,2019-06-25T01:41:01Z,3.92,0
"""6c6f9990-7a7b-11e9-bded-181120c09db1""",2019-06-26T01:47:53Z,2019-06-26T12:46:28Z,10.98,0
"""b3d78840-8577-11e9-bbaa-e48e2216d2bd""",2019-06-18T17:48:11Z,2019-06-19T21:59:54Z,28.20,0
"""98bc61b0-914e-11e9-a5db-1ef281db1487""",2019-06-26T13:25:31Z,2019-06-26T22:49:21Z,9.40,1
"""436e0ca0-8559-11e9-af17-04b5e247ab68""",2019-06-20T00:45:41Z,2019-06-21T12:29:42Z,35.73,0
"""9fe1e6d0-7c0a-11e9-9228-9b10175e1beb""",2019-06-18T19:52:00Z,2019-06-19T00:29:57Z,4.63,0
"""e8b67ad0-91fc-11e9-a1a3-709385043656""",2019-06-23T06:32:41Z,2019-06-24T00:41:07Z,18.14,1
"""3e8795d0-7c03-11e9-a4ca-69dc3b6ecbfc""",2019-06-18T12:19:53Z,2019-06-19T00:27:35Z,12.13,1
"""fe508a90-7c06-11e9-b02a-289e72ad4658""",2019-06-18T00:03:45Z,2019-06-21T13:17:07Z,85.22,1
"""a2cc6f00-86ff-11e9-90ac-1a87242e6090""",2019-06-18T19:23:09Z,2019-06-20T13:09:33Z,41.77,1
"""25cd4ed0-93b0-11e9-b279-36207e1c3a03""",2019-06-21T02:19:33Z,2019-06-21T15:00:38Z,12.68,1
"""46f2f2b0-9093-11e9-bcd6-c638bbf42ddf""",2019-06-24T18:05:13Z,2019-06-24T21:11:30Z,3.10,1
"""dcf7f530-2e4c-11e8-a96a-45a6b3513213""",2019-06-22T05:27:24Z,2019-06-23T10:28:28Z,29.02,1
"""12180fa0-848e-11e9-bbcc-e92ac0bf4d30""",2019-06-26T05:45:11Z,2019-06-26T18:03:23Z,12.30,1
"""744f44c0-8003-11e9-b6c7-121eb0423f99""",2019-06-21T13:57:31Z,2019-06-23T00:21:40Z,34.40,1
"""2a573470-8712-11e9-86d5-474f28c1c170""",2019-06-18T06:11:07Z,2019-06-20T00:27:43Z,42.28,1
"""78444260-7a81-11e9-8c9e-c00010126cc0""",2019-06-19T15:42:19Z,2019-06-22T13:34:47Z,69.87,1
"""67632bb0-80b1-11e9-8daf-aa6aea5d49eb""",2019-06-20T15:54:18Z,2019-06-24T15:27:14Z,95.55,1
"""9fcb8a80-7a5b-11e9-bb54-85c062d839f2""",2019-06-23T01:43:53Z,2019-06-23T13:45:58Z,12.03,1
"""69483300-9202-11e9-ac50-af8089fca73e""",2019-06-19T15:42:23Z,2019-06-20T12:28:20Z,20.77,1
"""69483300-9202-11e9-ac50-af8089fca73e""",2019-06-21T16:16:41Z,2019-06-22T00:57:19Z,8.68,1
"""ec2195b0-8c7f-11e9-b2c3-e8bcd1e20645""",2019-06-20T20:07:37Z,2019-06-21T00:46:29Z,4.65,1
